sentence,aspect_terms,at_polarity
My wife recently purchased an Apple MacBook Pro and our granddaughter fell in love with it and asked for one for her birthday.,[],[]
It had most of the features and all of the power that I wanted to replace my desktop machine.,"['features', 'power']","['positive', 'positive']"
Keyboard was also very nice and had a solid feel.,['Keyboard'],['positive']
I will only buy apple laptops from now on.,[],[]
I would definitely suggest this laptop!,[],[]
It did not have all the features I expected it to have.,['features'],['negative']
Just a bunch of idiots who's English as a 5th language is forced at best.,[],[]
"No luck, although I waited for hours on the phone-Visited MacHouse, they stated the their call center is down due to too many phonecalls (difficult to believe).",['call center'],['negative']
There is a backlit keyboard which is perfect for typing in the dark.,['backlit keyboard'],['positive']
It has a lot of memory and a great battery life.,"['memory', 'battery life']","['positive', 'positive']"
"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!","['service rep', 'power adapter']","['neutral', 'negative']"
They had me send in the machine last April returned it to me in May with no documentation on what was done it anything.,[],[]
5) Cut my losses and sold it for parts,[],[]
All I can say is W-O-W.,[],[]
"I love this program, it is superior to windows movie maker.","['program', 'windows movie maker']","['positive', 'negative']"
"Which is what I did, check out my ACER 5517!",[],[]
He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,"['hard drive', 'antivirus software']","['negative', 'negative']"
"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.","['design', 'beauty']","['positive', 'positive']"
I have loved this since i took it out of the box.,[],[]
"The price is great for this model, I only plan on using it for media in the entertainment room.",['price'],['positive']
It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.,"['Garmin GPS software', 'Microsoft Office 2003']","['negative', 'negative']"
"But, like I said before, the only reason I don't currently have a Mac laptop is because all of their laptops are too pricey.",[],[]
I've also had to have the keyboard replaced at my expense.,['keyboard'],['negative']
"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.","['staff', 'fan noise']","['negative', 'negative']"
Was very much worth the price i paid.,['price'],['positive']
"So far, so good.",[],[]
Even out of warranty!,['warranty'],['neutral']
A tip for people looking into this computer: DO NOT BUY IT save up a bit more money and buy a computer that will last.,[],[]
This is a great little computer for the price.,['price'],['positive']
This comes in very handy for me as an educator.,[],[]
"Crisp screen, great battery life, and plenty of storage.","['screen', 'battery life', 'storage']","['positive', 'positive', 'positive']"
It's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.,[],[]
"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",['apple associates'],['positive']
"I was waiting for this model to be released since January, and have been holding off on buying a Macbook Pro until the new model came out.",[],[]
I will never buy another HP computer.,[],[]
So i would not reccomend anyone buying this computer,[],[]
You will regret it if you buy any dell.,[],[]
i think that anyone looking for a good durrable laptop then this is the way to go.,[],[]
"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",['screen'],['negative']
It started out getting hot after only a few months.,[],[]
The Toshiba Satellite has been more than I expected for the price.,['price'],['positive']
"I had to adjust my mousepad sensitivity, because it is very sensitive.",['mousepad sensitivity'],['negative']
"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.","['iWork', 'MS Office', 'MS Office']","['negative', 'negative', 'negative']"
To my mind much more usable than the toy called an IPad.,[],[]
It allows me to do everything I need from a computer and more.,[],[]
"The best thing is even while doing almost ten or twenty things at once, it never slows down.",[],[]
Keyboard is plastic and spongey feeling.,['Keyboard'],['negative']
", which Apple doesn't offer, is why I bought my MacBook at Best Buy.",[],[]
"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.","['mac osx', 'operating system']","['positive', 'positive']"
The computer is a dream come true.,[],[]
i also love having the extra calculator number set up on the keyboard which most laptops do not have.,['keyboard'],['positive']
I'm glad I made the choice to switch and buy this MAC.,[],[]
Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,"['hinge', 'motherboard']","['negative', 'neutral']"
You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,['surfing the web'],['positive']
"I love my Apple, it is quick and easy to use.",['use'],['positive']
I took it to the shop and they said It would cost too much to repair it.,[],[]
Didn't expect to repair it at once!,[],[]
It is quiet and a real joy to watch work.,[],[]
With notes saying they replaced the hard drive.,['hard drive'],['neutral']
"The laptop is relatively simple to use, though I bought  Macs for Dummies,  which is well worth $2",['use'],['positive']
"Can't close the 2nd HDD bay since there are brackets you have to break off (even then, it still doesn't shut) That could be a major flaw for the dual HDD user.",['HDD bay'],['negative']
"From the start, when you open the box you see a completely different class of machine.",[],[]
No tutorials on the display.,['tutorials'],['negative']
"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.","['leather carrying case', 'keyboard', 'mouse']","['neutral', 'neutral', 'neutral']"
The touch pad is among the best.,['touch pad'],['positive']
Very very disappointed!,[],[]
